AA3702;LBC50;43;6.837
AA3707;EBC52;15;6.852
AA3742;LBC25;21;7.049
AA3745;LBC17;47;7.075
AA3746;LBA45;4;6.898
AA3805;EBC52;8;6.833
AA3754;LBA25;25;7.255
AA3755;EBC53;43;6.88
AA3756;LBC29;15;7.104
AA3757;LBA14;17;7.047
AA3758;LBA57;43;7.089
AA3762;LBA44;11;7.111
AA3764;LBC41;16;7.056
AA3765;LBC17;11;7.03
AA3798;EBA15;5;7.004
AA3800;EBC19;6;7.164
AA3751;EBA63;8;7.085
AA3752;LBA01;7;7.26
AA3753;EBA13;24;7.168
AA3766;LBA09;19;7.277
AA3767;LBC43;45;7.279
AA3780;EBA63;43;7.277
AA3788;EBC46;16;6.951
AA3874;LBA11;25;7.129
AA3810;LBA01;38;6.999
AA3813;LBC01;41;7.128
AA3814;LBA53;2;7.313
AA3635;EBC44;18;7.181
AA3636;LBA57;8;7.218
AA3638;LBA39;10;7.481
AA3639;LBA11;21;7.442
AA3640;LBC50;24;7.361
AA3641;EBA16;41;7.264
AA3642;EBC22;30;7.212
AA3644;LBC53;22;7.333
AA3645;EBC53;41;6.861
AA3650;EBA59;5;7.067
AA3651;LBA11;10;7.126
AA3652;LBA50;18;7.076
AA3653;LBA11;11;7.219
AA3654;LBA32;41;7.278
AA3656;LBA25;24;7.26
AA3657;LBA43;38;7.077
AA3658;LBC48;31;7.309
AA3659;EBC46;18;6.959
AA3664;LBC21;6;7.126
AA3666;LBC51;6;7.149
AA3669;EBC53;10;6.883
AA3670;EBC07;7;6.719
AA3684;LBC14;42;6.861
AA3685;LBC03;19;7.281
AA3889;EBA44;42;7.03
AA3149;LBA43;36;7.096
AA3152;LBC50;18;7.055
AA3153;LBA45;19;7.025
AA3155;LBC40;47;6.993
AA3156;LBC53;46;6.98
AA3164;EBC53;23;6.981
AA3166;EBC52;12;6.863
AA3168;LBC11;11;6.924
AA3169;EBA18;14;7.044
AA3170;LBC43;40;7.017
AA3258;EBA18;13;6.871
AA3175;LBA62;24;7.016
AA3176;LBA43;25;7.076
AA3179;EBC53;11;6.924
AA3177;LBA01;47;7.051
AA3259;EBC46;8;6.747
AA3182;LBA50;45;6.728
AA3184;LBA50;7;7.086
AA3181;EBA36;1;6.917
AA3197;LBC14;5;7.103
AA3198;LBC17;28;7.028
AA3202;LBA14;38;7.205
AA3201;LBA48;22;7.113
AA3502;EBC40;11;7.213
AA3493;EBA13;11;6.842
AA3503;EBC41;14;7.011
AA3504;EBC31;4;7.106
AA3506;EBA13;17;6.989
AA3507;LBC50;17;7.203
AA3511;LBA50;42;7.181
AA3734;LBA50;1;6.906
AA3558;LBA48;30;7.09
AA3497;EBA50;14;7.026
AA3501;LBC43;35;6.882
AA3512;LBC54;48;7.2
AA3515;LBA26;47;7.261
AA3516;LBC17;25;7.105
AA3517;EBA15;21;7.179
AA3518;EBA31;1;6.995
AA3526;EBA13;23;6.977
AA3528;LBA53;10;7.108
AA3537;LBC53;41;7.12
AA3541;EBA20;18;7.03
AA3544;LBA52;13;7.298
AA3546;LBC55;38;7.541
AA3549;LBC41;4;6.977
AA3453;EBC26;11;7.163
AA3559;LBA53;24;7.08
AA1671;LBA53;48;7.081
AA1721;LBA01;41;7.05
AA1972;LBA53;1;7.227
AA1973;LBA45;35;7.326
AA2103;EBC28;5;7.069
AA2111;EBC13;29;6.947
AA2125;LBC50;1;7.126
AA2181;LBA40;24;7.221
AA2201;LBA01;17;7.01
AA2214;LBC32;11;7.161
AA2236;LBC11;39;7.11
AA2238;LBC14;6;7.251
AA2288;LBA09;47;7.186
AA2307;LBC47;24;7.008
AA2310;EBC42;22;6.999
AA2332;EBA13;13;7.198
AA2354;EBA44;14;7.219
AA2401;LBA09;11;7.202
AA2435;LBC09;39;7.05
AA2588;LBC60;42;7.223
AA2591;LBC50;2;7.037
AA2849;LBA44;10;7.191
AA2587;LBC27;24;7.259
AA3816;EBA38;5;7.17
AA3819;LBA56;8;7.479
AA3830;EBA13;6;7.013
AA3888;LBC25;37;7.238
AA3890;LBA48;23;7.095
AA3806;EBC46;11;7.163
AA3836;LBC01;12;6.612
AA3837;LBC50;16;7.05
AA3838;EBA13;16;6.869
AA3841;LBA48;42;7.001
AA3842;LBA01;11;7.078
AA3843;LBC53;34;7.099
AA3845;LBA48;28;6.946
AA3853;LBA44;6;6.867
AA3861;LBA43;1;7.153
AA3866;LBA43;5;7.197
AA3869;LBC43;31;7.125
AA3871;LBC25;12;6.617
AA3873;LBA25;47;7.002
AA2585;EBC42;11;6.916
AA2586;LBA14;41;6.908
AA2569;LBA44;9;6.676
AA2572;LBC25;31;6.978
AA2575;LBA14;20;6.718
AA3386;EBC38;2;6.913
AA3391;EBA50;5;6.861
AA3398;LBA25;41;7.068
AA3400;LBC14;41;7.136
AA3404;LBA43;37;7
AA3406;LBA11;5;7.181
AA3407;LBA14;2;7.116
AA3412;LBA25;6;7.145
AA3413;EBC37;1;7.002
AA3414;EBC40;22;6.778
AA3415;EBA31;44;6.745
AA3417;LBA14;35;7.219
AA3424;LBA43;16;7.331
AA3430;LBC43;16;7.185
AA3440;EBA26;5;7.239
AA3463;LBA50;11;7.068
AA3420;LBA62;37;7.266
AA3429;LBA43;2;7.277
AA3469;EBC53;33;6.951
AA3478;EBC52;7;6.774
AA3565;LBC50;48;7.255
AA3577;LBA50;19;7.199
AA3578;LBA14;7;6.969
AA3579;LBA44;16;7.266
