AA1793;LBC28;25;7.393;634
AA1794;LBA06;2;7.099;664
AA1805;LBC12;41;7.019;687
AA1808;EBC49;37;6.768;730
AA1809;EBC49;42;7.001;726
AA1811;LBA41;20;7.203;651
AA1812;;0;7.168;633
AA1814;EBA33;6;6.95;699.5
AA1815;LBC57;26;6.945;658
AA1817;EBA07;44;7.007;731
AA1818;EBC49;34;7.017;723
AA1819;EBC49;43;6.991;727
AA1821;EBC49;22;7.07;704
AA1822;;0;7.311;592
AA1823;LBC21;20;7.215;623
AA1824;LBA49;11;7.348;607
AA1825;LBA57;19;7.01;666
AA1826;LBA49;13;6.922;645
AA1827;EBA07;18;6.983;715
AA1828;LBA25;43;7.221;654
AA1829;LBA58;26;7.026;683
AA1833;EBC33;33;7.09;698
AA1836;EBC33;9;6.914;738
AA1839;EBC33;34;7.146;686
AA1840;LBC28;24;7.013;619
AA1841;LBA01;19;7.219;604
AA1843;LBA49;3;7.188;629
AA1846;LBC41;9;7.343;618
AA1847;;0;-4.406;434
AA1848;LBA41;16;7.138;618
AA1849;EBC49;16;7.112;683
AA1851;LBA41;10;7.169;640
AA1852;EBC62;6;6.734;702
AA1853;EBC33;24;7.18;705
AA1854;LBC57;14;7.12;673
AA1855;EBC33;4;6.785;708
AA1856;EBA42;42;6.76;724.3
AA1859;LBC24;12;6.823;683
AA1861;LBA49;22;7.291;632
AA1863;LBA49;6;7.202;617
AA1864;EBC49;15;7.072;681
AA1865;LBC41;11;7.316;634
AA1869;LBC55;22;6.96;665.1
AA1870;LBA49;5;6.857;660
AA1883;LBA49;41;7.132;678
AA1889;LBA46;14;7.133;685
AA1890;EBA52;16;7.179;722
AA1893;LBA47;47;7.298;629
AA1894;LBA49;8;7.23;641
AA1895;LBA49;23;7.323;615
AA1899;LBC54;7;7.231;678
AA1900;LBA49;7;7.336;633
AA1901;;0;7.444;620
AA1902;LBA49;2;7.249;655
AA1903;LBA49;21;7.42;623
AA1904;LBA49;20;7.223;651
AA1908;;0;7.186;655
AA1910;LBC11;16;7.26;661
AA1911;LBC17;5;7.265;673
AA1913;LBA56;11;7.148;638
AA1919;LBA19;26;7.259;641
AA1921;LBC47;14;7.124;690
AA1923;LBA49;4;7.146;676
AA1925;EBA56;23;7.147;704
AA1926;LBC56;8;7.263;683
AA1927;;0;7.273;661
AA1928;LBA49;1;7.219;684
AA1929;EBC25;18;7;732.9
AA1931;EBC49;29;7.169;708
AA1936;EBC49;6;6.922;699
AA1937;EBC49;1;7.145;669
AA1939;EBC49;4;7.041;704
AA1940;EBA47;21;7.01;728.3
AA1941;EBA23;44;7.013;698
AA1943;LBA58;36;7.237;656
AA1945;LBC56;20;7.286;639
AA1946;EBA47;14;6.94;690.8
AA1947;LBA49;10;7.204;629
AA1948;LBA09;23;6.96;649.5
AA1949;LBA41;28;7.23;636
