
Run, Periods, PTag, StartTime, EndTime, EBeam, Colliding, FirstStable, LastStable, LStableDel, LStableRec, LStableRecPercent, LReadyRec, LReadyRecPercent, LPeakStable, PeakMu, AvgMu, ChargePerBunch, X, Y, Z, dX, dY, dZ
341649, N4, N, AllYear, data17_13TeV, 17/11/26 01:30, 17/11/26 11:36, 6500, 1866, 101, 626, 12.284, 12.064, 98.2%, 12.022, 97.9%, 555.0, 2.1, 1.7, 1.021, -0.471, -0.843, 7.3, 0.01, 0.009, 35.6
341615, N4, N, AllYear, data17_13TeV, 17/11/25 04:02, 17/11/25 22:58, 6500, 1866, 97, 1164, 32.76, 32.133, 98.1%, 31.986, 97.6%, 566.0, 2.2, 2.0, 1.017, -0.469, -0.846, 5.3, 0.01, 0.009, 35.7
341534, N4, N, AllYear, data17_13TeV, 17/11/23 19:44, 17/11/25 01:20, 6500, 1866, 65, 1815, 54.174, 53.311, 98.4%, 53.103, 98.0%, 572.0, 2.2, 2.0, 1.045, -0.472, -0.845, 7.4, 0.01, 0.009, 35.6
341419, N4, N, AllYear, data17_13TeV, 17/11/22 21:11, 17/11/23 15:58, 6500, 1866, 107, 1145, 32.716, 31.677, 96.8%, 31.57, 96.5%, 1309.0, 5.0, 2.0, 1.019, -0.466, -0.846, 15.7, 0.01, 0.009, 35.2
341312, N2, N, AllYear, data17_13TeV, 17/11/21 21:29, 17/11/22 09:07, 6500, 1866, 76, 759, 37.975, 19.982, 52.6%, 19.808, 52.2%, 16158.0, 61.6, 29.2, 1.016, -0.475, -0.85, 14.6, 0.01, 0.009, 35.3
341294, N1, N, AllYear, data17_13TeV, 17/11/21 16:44, 17/11/21 20:19, 6500, 644, 92, 249, 11.515, 7.429, 64.5%, 7.353, 63.9%, 5434.0, 60.0, 51.6, 1.023, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
341257, N1, N, AllYear, data17_13TeV, 17/11/21 13:07, 17/11/21 14:25, 6500, 2, 53, 76, 0.016, 0.01, 62.8%, 0.009, 56.4%, 13.0, 44.9, 44.3, 1.171, -, -, -, -, -, -
340453, K6, K, AllYear, data17_13TeV, 17/11/09 14:12, 17/11/10 15:28, 6500, 1866, 72, 1563, 704.587, 674.128, 95.7%, 671.165, 95.3%, 15347.0, 58.5, 38.5, 1.21, -0.471, -0.87, 1.9, 0.008, 0.008, 36.5
340368, K6, K, AllYear, data17_13TeV, 17/11/09 01:26, 17/11/09 12:08, 6500, 1866, 66, 666, 420.537, 405.22, 96.4%, 402.624, 95.7%, 15379.0, 58.6, 48.6, 1.212, -0.472, -0.869, -0.6, 0.007, 0.007, 36.5
340072, K6, K, AllYear, data17_13TeV, 17/11/05 21:43, 17/11/07 07:10, 6500, 1866, 361, 2050, 766.832, 739.26, 96.4%, 736.645, 96.1%, 15356.0, 58.5, 37.8, 1.236, -0.47, -0.868, 3.6, 0.008, 0.008, 36.2
340030, K6, K, AllYear, data17_13TeV, 17/11/04 17:57, 17/11/05 18:36, 6500, 1866, 45, 1537, 725.266, 690.959, 95.3%, 688.439, 94.9%, 15569.0, 59.4, 39.9, 1.238, -0.471, -0.875, 0.3, 0.008, 0.008, 37.8
339957, K6, K, AllYear, data17_13TeV, 17/11/03 11:54, 17/11/04 14:33, 6500, 1866, 152, 1713, 723.69, 646.549, 89.3%, 645.115, 89.1%, 15802.0, 60.2, 38.9, 1.223, -0.471, -0.875, -0.1, 0.008, 0.008, 35.7
339849, K5, K, AllYear, data17_13TeV, 17/11/02 15:26, 17/11/03 07:30, 6500, 1866, 117, 1011, 572.708, 517.087, 90.3%, 513.31, 89.6%, 20924.0, 79.8, 48.3, 1.237, -0.473, -0.881, 1.3, 0.007, 0.007, 36.7
339758, K5, K, AllYear, data17_13TeV, 17/11/01 17:05, 17/11/02 11:52, 6500, 1866, 149, 1166, 550.443, 532.951, 96.8%, 527.385, 95.8%, 15509.0, 59.1, 47.5, 1.243, -0.474, -0.877, 3.0, 0.007, 0.007, 36.2
339590, K5, K, AllYear, data17_13TeV, 17/10/31 14:59, 17/10/31 17:27, 6500, 1866, 89, 153, 53.067, 49.447, 93.2%, 46.7, 88.0%, 15463.0, 59.0, 57.8, 1.236, -0.476, -0.87, 4.6, 0.006, 0.007, 33.0
339562, K5, K, AllYear, data17_13TeV, 17/10/31 03:30, 17/10/31 08:34, 6500, 1866, 120, 326, 165.461, 148.739, 89.9%, 146.983, 88.8%, 15614.0, 59.5, 57.4, 1.227, -0.473, -0.882, 0.9, 0.007, 0.007, 33.0
339535, K5, K, AllYear, data17_13TeV, 17/10/30 19:21, 17/10/31 02:03, 6500, 1866, 126, 434, 245.028, 232.465, 94.9%, 230.4, 94.0%, 15971.0, 60.9, 56.3, 1.235, -0.474, -0.88, 0.1, 0.007, 0.007, 34.7
339500, K5, K, AllYear, data17_13TeV, 17/10/30 11:55, 17/10/30 16:38, 6500, 1866, 45, 327, 217.988, 183.027, 84.0%, 181.349, 83.2%, 15418.0, 58.8, 56.9, 1.225, -0.474, -0.879, -0.1, 0.007, 0.007, 34.5
339435, K5, K, AllYear, data17_13TeV, 17/10/29 03:50, 17/10/30 05:51, 6500, 1866, 521, 1625, 616.594, 566.405, 91.9%, 564.369, 91.5%, 15429.0, 58.8, 42.4, 1.222, -0.473, -0.883, 1.6, 0.008, 0.007, 36.8
339396, K5, K, AllYear, data17_13TeV, 17/10/28 21:25, 17/10/29 02:34, 6500, 1866, 70, 400, 260.188, 242.43, 93.2%, 240.319, 92.4%, 15539.0, 59.2, 55.2, 1.22, -0.474, -0.887, 0.8, 0.007, 0.007, 34.4
339387, K5, K, AllYear, data17_13TeV, 17/10/28 05:33, 17/10/28 20:21, 6500, 1866, 166, 928, 481.562, 440.776, 91.5%, 438.797, 91.1%, 15438.0, 58.9, 45.8, 1.216, -0.473, -0.885, -0.8, 0.007, 0.007, 36.2
339346, K5, K, AllYear, data17_13TeV, 17/10/27 21:22, 17/10/28 02:24, 6500, 1866, 249, 335, 51.264, 44.017, 85.9%, 41.273, 80.5%, 15537.0, 59.2, 57.8, 1.213, -0.48, -0.876, 3.4, 0.006, 0.006, 33.1
339205, K4, K, AllYear, data17_13TeV, 17/10/27 04:59, 17/10/27 12:17, 6500, 1866, 104, 471, 268.755, 248.616, 92.5%, 247.631, 92.1%, 15311.0, 58.4, 52.1, 1.202, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
339197, K3, K, AllYear, data17_13TeV, 17/10/26 18:30, 17/10/27 04:49, 6500, 140, 240, 494, 1.958, 1.949, 99.5%, 1.948, 99.5%, 928.0, 47.2, 38.7, 1.186, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
339070, K2, K, AllYear, data17_13TeV, 17/10/25 14:32, 17/10/26 07:05, 6500, 1866, 60, 1050, 561.642, 537.773, 95.8%, 535.799, 95.4%, 15392.0, 58.7, 43.3, 1.204, -0.467, -0.89, -1.3, 0.007, 0.007, 36.4
339037, K2, K, AllYear, data17_13TeV, 17/10/24 17:56, 17/10/25 12:01, 6500, 1866, 118, 1167, 601.072, 575.237, 95.7%, 572.129, 95.2%, 15407.0, 58.7, 43.8, 1.233, -0.47, -0.888, 0.2, 0.007, 0.007, 37.7
338987, K2, K, AllYear, data17_13TeV, 17/10/23 18:48, 17/10/24 14:14, 6500, 1866, 427, 1231, 514.182, 493.226, 95.9%, 489.295, 95.2%, 15437.0, 58.9, 46.4, 1.215, -0.47, -0.885, 0.9, 0.007, 0.007, 36.6
338967, K2, K, AllYear, data17_13TeV, 17/10/23 11:34, 17/10/23 15:35, 6500, 1866, 86, 277, 138.394, 126.457, 91.4%, 124.275, 89.8%, 15705.0, 59.9, 57.3, 1.186, -0.474, -0.885, 1.7, 0.007, 0.007, 33.8
338933, K2, K, AllYear, data17_13TeV, 17/10/22 14:43, 17/10/23 09:25, 6500, 1866, 345, 1211, 525.429, 485.019, 92.3%, 483.034, 91.9%, 15408.0, 58.7, 45.7, 1.206, -0.471, -0.883, 1.8, 0.007, 0.007, 36.5
338897, K2, K, AllYear, data17_13TeV, 17/10/22 01:28, 17/10/22 13:06, 6500, 1866, 52, 793, 476.093, 450.888, 94.7%, 448.171, 94.1%, 15476.0, 59.0, 48.6, 1.217, -0.477, -0.878, 0.2, 0.007, 0.007, 35.7
338846, K2, K, AllYear, data17_13TeV, 17/10/21 06:07, 17/10/21 23:56, 6500, 1866, 123, 1062, 557.131, 531.612, 95.4%, 522.453, 93.8%, 15565.0, 59.3, 44.6, 1.225, -0.471, -0.878, -1.8, 0.007, 0.007, 36.6
338834, K2, K, AllYear, data17_13TeV, 17/10/21 02:46, 17/10/21 05:24, 6500, 1866, 86, 188, 70.102, 62.15, 88.7%, 59.294, 84.6%, 15381.0, 58.6, 57.2, 1.221, -0.479, -0.89, -3.9, 0.006, 0.006, 32.5
338767, K2, K, AllYear, data17_13TeV, 17/10/20 13:27, 17/10/21 01:36, 6500, 1866, 50, 798, 479.32, 457.031, 95.3%, 454.38, 94.8%, 15817.0, 60.3, 47.2, 1.209, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
338712, K2, K, AllYear, data17_13TeV, 17/10/19 21:13, 17/10/20 11:45, 6500, 1866, 94, 969, 531.691, 498.756, 93.8%, 496.664, 93.4%, 15617.0, 59.5, 46.6, 1.227, -0.471, -0.893, -0.5, 0.007, 0.007, 36.7
338675, K2, K, AllYear, data17_13TeV, 17/10/19 17:01, 17/10/19 18:24, 6500, 1866, 34, 95, 49.368, 45.966, 93.1%, 43.503, 88.1%, 15393.0, 58.7, 57.5, 1.23, -0.479, -0.889, 1.5, 0.006, 0.006, 32.6
338608, K2, K, AllYear, data17_13TeV, 17/10/18 23:01, 17/10/19 14:49, 6500, 1866, 191, 1033, 531.412, 453.723, 85.4%, 451.591, 85.0%, 15794.0, 60.2, 47.0, 1.229, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
338498, K2, K, AllYear, data17_13TeV, 17/10/18 11:57, 17/10/18 21:17, 6500, 1866, 82, 656, 398.281, 348.81, 87.6%, 348.524, 87.5%, 15678.0, 59.8, 52.6, 1.239, -0.475, -0.897, -1.8, 0.007, 0.007, 35.6
338480, K2, K, AllYear, data17_13TeV, 17/10/18 00:34, 17/10/18 10:52, 6500, 1866, 74, 684, 425.456, 398.901, 93.8%, 396.432, 93.2%, 15360.0, 58.6, 50.7, 1.23, -0.474, -0.897, 0.3, 0.007, 0.007, 35.2
338377, K2, K, AllYear, data17_13TeV, 17/10/17 09:08, 17/10/17 23:27, 6500, 1866, 96, 1014, 522.287, 477.64, 91.5%, 466.249, 89.3%, 20789.0, 79.3, 46.8, 1.223, -0.473, -0.896, -2.6, 0.007, 0.007, 36.2
338349, K1, K, AllYear, data17_13TeV, 17/10/16 17:17, 17/10/17 07:53, 6500, 1866, 132, 976, 505.035, 465.307, 92.1%, 462.893, 91.7%, 15559.0, 59.3, 46.2, 1.212, -0.472, -0.896, -2.0, 0.007, 0.007, 36.4
338263, K1, K, AllYear, data17_13TeV, 17/10/15 20:51, 17/10/16 14:41, 6500, 1866, 279, 1153, 533.03, 507.78, 95.3%, 506.252, 95.0%, 15450.0, 58.9, 45.1, 1.216, -0.472, -0.893, -1.4, 0.007, 0.007, 37.1
338259, K1, K, AllYear, data17_13TeV, 17/10/15 09:40, 17/10/15 18:01, 6500, 1866, 100, 568, 340.69, 320.726, 94.1%, 318.219, 93.4%, 15686.0, 59.8, 53.2, 1.228, -0.472, -0.888, -3.0, 0.007, 0.007, 34.8
338220, K1, K, AllYear, data17_13TeV, 17/10/14 13:06, 17/10/15 06:56, 6500, 1866, 52, 1157, 604.646, 566.219, 93.6%, 563.045, 93.1%, 15817.0, 60.3, 42.4, 1.219, -0.475, -0.884, -2.0, 0.007, 0.007, 37.3
338183, K1, K, AllYear, data17_13TeV, 17/10/13 19:07, 17/10/14 11:33, 6500, 1866, 173, 1056, 509.973, 486.877, 95.5%, 482.245, 94.6%, 15643.0, 59.6, 42.9, 1.178, -0.475, -0.879, -1.1, 0.007, 0.007, 36.5
338037, J1, J, AllYear, data17_hi, 17/10/12 19:30, 17/10/13 04:57, 6500, 8, 193, 570, 0.0, 0.0, 98.8%, 0.0, 97.1%, 0.0, 0.013, 0.009, 0.149, -0.495, -0.838, -3.2, 0.01, 0.009, 44.0
338022, -, -, 17/10/12 10:13, 17/10/12 18:37, 6500, 8, 512, 512, 0.0, 0.0, 0.0%, 0.0, 0.0%, 0.0, 0.0, 0.0, 0.0, -, -, -, -, -, -
337833, I4, I, AllYear, data17_13TeV, 17/10/11 04:47, 17/10/12 04:12, 6500, 1866, 272, 1487, 595.316, 571.044, 95.9%, 568.826, 95.6%, 17038.0, 65.0, 38.9, 1.178, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0
337705, I4, I, AllYear, data17_13TeV, 17/10/10 12:30, 17/10/11 02:25, 6500, 1866, 111, 904, 470.884, 452.016, 96.0%, 449.164, 95.4%, 15480.0, 59.0, 44.2, 1.178, -0.476, -0.899, -1.1, 0.007, 0.007, 36.8
337662, I4, I, AllYear, data17_13TeV, 17/10/09 19:15, 17/10/10 11:22, 6500, 1866, 168, 1045, 507.547, 482.513, 95.1%, 481.089, 94.8%, 18680.0, 71.2, 43.6, 1.187, -0.471, -0.897, -0.3, 0.007, 0.007, 37.0
337542, I4, I, AllYear, data17_13TeV, 17/10/09 02:12, 17/10/09 10:40, 6500, 1866, 35, 536, 345.058, 327.374, 94.9%, 324.849, 94.1%, 15390.0, 58.7, 47.8, 1.166, -0.475, -0.897, 0.6, 0.007, 0.007, 36.0
337491, I3, I, AllYear, data17_13TeV, 17/10/08 16:50, 17/10/09 00:38, 6500, 1866, 65, 497, 306.195, 293.387, 95.8%, 291.883, 95.3%, 15394.0, 58.7, 49.7, 1.176, -0.476, -0.895, 0.2, 0.007, 0.007, 36.0
337451, I3, I, AllYear, data17_13TeV, 17/10/08 00:02, 17/10/08 15:39, 6500, 1866, 210, 977, 454.768, 439.946, 96.7%, 438.282, 96.4%, 15542.0, 59.3, 43.1, 1.183, -0.472, -0.889, 0.0, 0.008, 0.007, 37.6
337404, I3, I, AllYear, data17_13TeV, 17/10/07 07:49, 17/10/07 13:12, 6500, 1866, 117, 322, 163.991, 157.73, 96.2%, 155.735, 95.0%, 15594.0, 59.4, 55.8, 1.17, -0.476, -0.891, 1.9, 0.007, 0.007, 33.7
337371, I3, I, AllYear, data17_13TeV, 17/10/06 22:22, 17/10/07 06:30, 6500, 1866, 119, 540, 275.493, 209.017, 75.9%, 207.449, 75.3%, 15311.0, 58.4, 48.4, 1.125, -0.474, -0.887, -0.7, 0.007, 0.007, 35.2
337335, I3, I, AllYear, data17_13TeV, 17/10/06 13:08, 17/10/06 19:51, 6500, 1866, 89, 432, 242.564, 228.703, 94.3%, 226.623, 93.4%, 16767.0, 63.9, 50.4, 1.139, -0.477, -0.885, -1.6, 0.007, 0.007, 35.6
