/HVdummy/EBA/HVdummy	EBA01	107492086	ATLTILLV00:Drawer1.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA02	107493086	ATLTILLV00:Drawer2.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA03	107494086	ATLTILLV00:Drawer3.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA04	107495086	ATLTILLV00:Drawer4.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA05	107496086	ATLTILLV00:Drawer5.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA06	107497086	ATLTILLV00:Drawer6.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA07	107498086	ATLTILLV00:Drawer7.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA08	107499086	ATLTILLV00:Drawer8.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA09	107500086	ATLTILLV00:Drawer9.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA10	107501086	ATLTILLV00:Drawer10.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA11	107502086	ATLTILLV00:Drawer11.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA12	107503086	ATLTILLV00:Drawer12.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA13	107504086	ATLTILLV00:Drawer13.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA14	107505086	ATLTILLV00:Drawer14.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA15	107506086	ATLTILLV00:Drawer15.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA16	107507086	ATLTILLV00:Drawer16.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA17	107508086	ATLTILLV00:Drawer17.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA18	107509086	ATLTILLV00:Drawer18.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA19	107510086	ATLTILLV00:Drawer19.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA20	107511086	ATLTILLV00:Drawer20.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA21	107512086	ATLTILLV00:Drawer21.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA22	107513086	ATLTILLV00:Drawer22.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA23	107514086	ATLTILLV00:Drawer23.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA24	107515086	ATLTILLV00:Drawer24.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA25	107516086	ATLTILLV00:Drawer25.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA26	107517086	ATLTILLV00:Drawer26.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA27	107518086	ATLTILLV00:Drawer27.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA28	107519086	ATLTILLV00:Drawer28.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA29	107520086	ATLTILLV00:Drawer29.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA30	107521086	ATLTILLV00:Drawer30.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA31	107522086	ATLTILLV00:Drawer31.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA32	107523086	ATLTILLV00:Drawer32.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA33	107524086	ATLTILLV00:Drawer33.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA34	107525086	ATLTILLV00:Drawer34.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA35	107526086	ATLTILLV00:Drawer35.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA36	107527086	ATLTILLV00:Drawer36.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA37	107528086	ATLTILLV00:Drawer37.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA38	107529086	ATLTILLV00:Drawer38.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA39	107530086	ATLTILLV00:Drawer39.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA40	107531086	ATLTILLV00:Drawer40.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA41	107532086	ATLTILLV00:Drawer41.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA42	107533086	ATLTILLV00:Drawer42.Readings.Monitoring
/HVdummy/EBA/HVdummy	EBA43	107534086	ATLTILLV00:Drawer43.Readings.Monitoring
