Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2023/01/06 15:39,21.9,40,7.7,21.9
2023/01/06 16:39,21.9,40,7.7,21.9
2023/01/06 17:39,21.9,40,7.7,21.9
2023/01/06 18:39,21.8,40,7.6,21.8
2023/01/06 19:39,21.8,40,7.6,21.8
2023/01/06 20:39,21.8,40,7.6,21.8
2023/01/06 21:39,21.8,40,7.6,21.8
2023/01/06 22:39,21.8,40,7.6,21.8
2023/01/06 23:39,21.8,39,7.3,21.8
2023/01/07 00:39,21.8,40,7.6,21.8
2023/01/07 01:39,21.8,40,7.6,21.8
2023/01/07 02:39,21.7,40,7.5,21.7
2023/01/07 03:39,21.7,40,7.5,21.7
2023/01/07 04:39,21.7,40,7.5,21.7
2023/01/07 05:39,21.7,39,7.2,21.7
2023/01/07 06:39,21.7,39,7.2,21.7
2023/01/07 07:39,21.5,39,7.0,21.5
2023/01/07 08:39,21.4,39,6.9,21.4
2023/01/07 09:39,21.3,38,6.4,21.3
2023/01/07 10:39,21.6,38,6.7,21.6
2023/01/07 11:39,21.8,38,6.9,21.8
2023/01/07 12:39,21.9,38,7.0,21.9
2023/01/07 13:39,22.1,36,6.4,22.1
2023/01/07 14:39,22.3,37,6.9,22.3
2023/01/07 15:39,22.5,37,7.1,22.5
2023/01/07 16:39,22.5,38,7.5,22.5
2023/01/07 17:39,22.4,37,7.0,22.4
2023/01/07 18:39,22.4,37,7.0,22.4
2023/01/07 19:39,22.4,37,7.0,22.4
2023/01/07 20:39,22.4,36,6.6,22.4
2023/01/07 21:39,22.2,35,6.0,22.2
2023/01/07 22:39,22.2,35,6.0,22.2
2023/01/07 23:39,22.1,35,6.0,22.1
2023/01/08 00:39,22.1,34,5.5,22.1
2023/01/08 01:39,22.1,35,6.0,22.1
2023/01/08 02:39,22.2,34,5.6,22.2
2023/01/08 03:39,22.1,35,6.0,22.1
2023/01/08 04:39,22.1,36,6.4,22.1
2023/01/08 05:39,22.1,36,6.4,22.1
2023/01/08 06:39,22.1,37,6.8,22.1
2023/01/08 07:39,22.0,37,6.7,22.0
2023/01/08 08:39,22.0,38,7.1,22.0
2023/01/08 09:39,22.0,39,7.4,22.0
2023/01/08 10:39,22.0,40,7.8,22.0
2023/01/08 11:39,22.0,41,8.2,22.0
2023/01/08 12:39,21.9,41,8.1,21.9
2023/01/08 13:39,22.0,41,8.2,22.0
2023/01/08 14:39,22.0,42,8.5,22.0
2023/01/08 15:39,22.0,42,8.5,22.0
2023/01/08 16:39,22.0,42,8.5,22.0
2023/01/08 17:39,22.0,42,8.5,22.0
2023/01/08 18:39,21.9,42,8.4,21.9
2023/01/08 19:39,21.9,42,8.4,21.9
2023/01/08 20:39,21.9,42,8.4,21.9
2023/01/08 21:39,21.9,42,8.4,21.9
2023/01/08 22:39,22.0,43,8.9,22.0
2023/01/08 23:39,22.0,42,8.5,22.0
2023/01/09 00:39,21.9,42,8.4,21.9
2023/01/09 01:39,21.9,42,8.4,21.9
2023/01/09 02:39,21.5,40,7.4,21.5
2023/01/09 03:39,21.4,38,6.5,21.4
2023/01/09 04:39,21.4,37,6.1,21.4
2023/01/09 05:39,21.3,36,5.7,21.3
2023/01/09 06:39,21.2,36,5.6,21.2
2023/01/09 07:39,21.2,35,5.2,21.2
2023/01/09 08:39,21.1,35,5.1,21.1
2023/01/09 09:39,21.1,36,5.5,21.1
2023/01/09 10:39,20.9,36,5.3,20.9
2023/01/09 11:39,20.9,37,5.7,20.9
2023/01/09 12:39,20.9,37,5.7,20.9
2023/01/09 13:39,20.8,37,5.6,20.8
2023/01/09 14:39,20.8,37,5.6,20.8
2023/01/09 15:39,20.9,37,5.7,20.9
2023/01/09 16:39,20.9,35,4.9,20.9
2023/01/09 17:39,20.9,35,4.9,20.9
2023/01/09 18:39,20.7,35,4.7,20.7
2023/01/09 19:39,20.6,35,4.6,20.6
2023/01/09 20:39,20.6,35,4.6,20.6
2023/01/09 21:39,20.5,36,4.9,20.5
2023/01/09 22:39,20.4,36,4.9,20.4
2023/01/09 23:39,20.4,36,4.9,20.4
2023/01/10 00:39,20.4,35,4.5,20.4
2023/01/10 01:39,20.3,35,4.4,20.3
2023/01/10 02:39,20.3,34,4.0,20.3
2023/01/10 03:39,20.2,34,3.9,20.2
2023/01/10 04:39,20.2,34,3.9,20.2
2023/01/10 05:39,20.1,35,4.2,20.1
2023/01/10 06:39,20.0,35,4.1,20.0
2023/01/10 07:39,19.9,35,4.0,19.9
2023/01/10 08:39,19.7,35,3.8,19.7
2023/01/10 09:39,19.7,34,3.4,19.7
2023/01/10 10:39,19.9,35,4.0,19.9
2023/01/10 11:39,20.0,35,4.1,20.0
2023/01/10 12:39,20.2,36,4.7,20.2
2023/01/10 13:39,20.4,35,4.5,20.4
2023/01/10 14:39,20.5,33,3.7,20.5
2023/01/10 15:39,20.5,33,3.7,20.5
2023/01/10 16:39,20.5,34,4.1,20.5
2023/01/10 17:39,20.6,35,4.6,20.6
2023/01/10 18:39,20.5,35,4.5,20.5
2023/01/10 19:39,20.5,35,4.5,20.5
2023/01/10 20:39,20.5,35,4.5,20.5
2023/01/10 21:39,20.5,35,4.5,20.5
2023/01/10 22:39,20.5,35,4.5,20.5
2023/01/10 23:39,20.5,35,4.5,20.5
2023/01/11 00:39,20.5,35,4.5,20.5
2023/01/11 01:39,20.4,35,4.5,20.4
2023/01/11 02:39,20.4,35,4.5,20.4
2023/01/11 03:39,20.4,35,4.5,20.4
2023/01/11 04:39,20.3,34,4.0,20.3
2023/01/11 05:39,20.2,34,3.9,20.2
2023/01/11 07:06,20.0,34,3.7,20.0
2023/01/11 08:06,20.0,34,3.7,20.0
2023/01/11 09:06,20.0,35,4.1,20.0
2023/01/11 10:06,20.1,35,4.2,20.1
2023/01/11 11:06,20.1,35,4.2,20.1
2023/01/11 12:06,20.2,37,5.1,20.2
2023/01/11 13:06,20.2,38,5.5,20.2
2023/01/11 14:06,20.2,39,5.8,20.2
2023/01/11 15:06,20.2,39,5.8,20.2
2023/01/11 16:06,20.3,40,6.3,20.3
2023/01/11 17:06,20.3,40,6.3,20.3
2023/01/11 18:06,20.4,40,6.4,20.4
2023/01/11 19:06,20.4,40,6.4,20.4
2023/01/11 20:06,20.3,40,6.3,20.3
2023/01/11 21:06,20.3,40,6.3,20.3
2023/01/11 22:06,20.3,39,5.9,20.3
2023/01/11 23:06,20.2,38,5.5,20.2
2023/01/12 00:06,20.1,38,5.4,20.1
2023/01/12 01:06,20.1,38,5.4,20.1
2023/01/12 02:06,20.0,38,5.3,20.0
2023/01/12 03:06,20.0,37,4.9,20.0
2023/01/12 04:06,20.0,37,4.9,20.0
2023/01/12 05:06,19.9,37,4.8,19.9
2023/01/12 06:06,19.9,37,4.8,19.9
2023/01/12 07:06,19.9,38,5.2,19.9
2023/01/12 08:06,19.8,37,4.7,19.8
2023/01/12 09:06,19.8,37,4.7,19.8
2023/01/12 10:06,19.9,37,4.8,19.9
2023/01/12 11:06,19.9,37,4.8,19.9
2023/01/12 12:06,20.0,38,5.3,20.0
2023/01/12 13:06,20.2,38,5.5,20.2
2023/01/12 14:06,20.3,38,5.5,20.3
2023/01/12 15:06,20.4,38,5.6,20.4
2023/01/12 16:06,20.3,37,5.2,20.3
2023/01/12 17:06,20.4,38,5.6,20.4
2023/01/12 18:06,20.4,37,5.2,20.4
2023/01/12 19:06,20.4,37,5.2,20.4
2023/01/12 20:06,20.4,36,4.9,20.4
2023/01/12 21:06,20.4,36,4.9,20.4
2023/01/12 22:06,20.3,36,4.8,20.3
2023/01/12 23:06,20.3,36,4.8,20.3
2023/01/13 00:06,20.3,36,4.8,20.3
2023/01/13 01:06,20.4,36,4.9,20.4
2023/01/13 02:06,20.3,36,4.8,20.3
2023/01/13 03:06,20.3,36,4.8,20.3
2023/01/13 04:06,20.3,36,4.8,20.3
2023/01/13 05:06,20.3,38,5.5,20.3
2023/01/13 06:06,20.3,39,5.9,20.3
2023/01/13 07:06,20.2,39,5.8,20.2
2023/01/13 08:06,20.1,40,6.1,20.1
2023/01/13 09:06,20.1,40,6.1,20.1
2023/01/13 10:06,20.1,40,6.1,20.1
2023/01/13 11:06,20.1,40,6.1,20.1
2023/01/13 12:06,20.3,41,6.6,20.3
2023/01/13 13:06,20.3,42,7.0,20.3
2023/01/13 14:06,20.4,42,7.1,20.4
2023/01/13 15:06,20.6,42,7.3,20.6
2023/01/13 16:06,20.7,41,7.0,20.7
2023/01/13 17:06,20.6,40,6.6,20.6
2023/01/13 18:06,20.7,40,6.6,20.7
2023/01/13 19:06,20.7,39,6.3,20.7
2023/01/13 20:06,20.7,39,6.3,20.7
2023/01/13 21:06,20.7,39,6.3,20.7
2023/01/13 22:06,20.7,38,5.9,20.7
2023/01/13 23:06,20.7,38,5.9,20.7
2023/01/14 00:06,20.7,38,5.9,20.7
2023/01/14 01:06,20.6,39,6.2,20.6
2023/01/14 02:06,20.6,38,5.8,20.6
2023/01/14 03:06,20.5,38,5.7,20.5
2023/01/14 04:06,20.5,38,5.7,20.5
2023/01/14 05:06,20.5,37,5.3,20.5
2023/01/14 06:06,20.4,37,5.2,20.4
2023/01/14 07:06,20.3,36,4.8,20.3
2023/01/14 08:06,20.2,35,4.3,20.2
2023/01/14 09:06,20.2,35,4.3,20.2
2023/01/14 10:06,20.2,35,4.3,20.2
2023/01/14 11:06,20.2,36,4.7,20.2
2023/01/14 12:06,20.3,36,4.8,20.3
2023/01/14 13:06,20.3,35,4.4,20.3
2023/01/14 14:06,20.5,35,4.5,20.5
2023/01/14 15:06,20.6,34,4.2,20.6
2023/01/14 16:06,20.7,34,4.3,20.7
2023/01/14 17:06,20.7,34,4.3,20.7
2023/01/14 18:06,20.8,34,4.4,20.8
2023/01/14 19:06,20.9,34,4.5,20.9
2023/01/14 20:06,20.8,34,4.4,20.8
2023/01/14 21:06,20.9,33,4.1,20.9
2023/01/14 22:06,20.9,32,3.6,20.9
2023/01/14 23:06,21.0,33,4.1,21.0
2023/01/15 00:06,20.9,35,4.9,20.9
2023/01/15 01:06,20.8,36,5.2,20.8
2023/01/15 02:06,20.7,38,5.9,20.7
2023/01/15 03:06,20.5,39,6.1,20.5
2023/01/15 04:06,20.6,40,6.6,20.6
2023/01/15 05:06,20.6,41,6.9,20.6
2023/01/15 06:06,20.6,41,6.9,20.6
2023/01/15 07:06,20.7,41,7.0,20.7
2023/01/15 08:06,20.8,40,6.7,20.8
2023/01/15 09:06,20.8,40,6.7,20.8
2023/01/15 10:06,20.7,40,6.6,20.7
2023/01/15 11:06,20.7,39,6.3,20.7
2023/01/15 12:06,20.6,38,5.8,20.6
2023/01/15 13:06,20.6,38,5.8,20.6
2023/01/15 14:06,20.5,37,5.3,20.5
2023/01/15 15:06,20.5,37,5.3,20.5
2023/01/15 16:06,20.7,35,4.7,20.7
2023/01/15 17:06,20.5,36,4.9,20.5
2023/01/15 18:06,20.3,35,4.4,20.3
2023/01/15 19:06,20.2,35,4.3,20.2
2023/01/15 20:06,20.0,34,3.7,20.0
2023/01/15 21:06,19.8,35,3.9,19.8
2023/01/15 22:06,19.6,34,3.3,19.6
2023/01/15 23:06,19.5,34,3.2,19.5
2023/01/16 00:06,19.4,34,3.2,19.4
2023/01/16 01:06,19.2,34,3.0,19.2
2023/01/16 02:06,19.1,33,2.5,19.1
2023/01/16 03:06,18.9,34,2.7,18.9
2023/01/16 04:06,18.7,33,2.1,18.7
2023/01/16 05:06,18.6,33,2.0,18.6
2023/01/16 06:06,18.5,33,1.9,18.5
2023/01/16 07:06,18.5,33,1.9,18.5
2023/01/16 08:06,18.5,33,1.9,18.5
2023/01/16 09:06,18.3,34,2.2,18.3
2023/01/16 10:06,18.3,35,2.6,18.3
2023/01/16 11:06,18.2,36,2.9,18.2
2023/01/16 12:06,18.4,36,3.1,18.4
2023/01/16 13:06,18.4,36,3.1,18.4
2023/01/16 14:06,17.7,37,2.8,17.7
2023/01/16 15:06,18.2,37,3.3,18.2
2023/01/16 16:06,18.4,37,3.5,18.4
2023/01/16 17:06,18.4,37,3.5,18.4
2023/01/16 18:06,18.4,36,3.1,18.4
2023/01/16 19:06,18.4,36,3.1,18.4
2023/01/16 20:06,18.4,36,3.1,18.4
2023/01/16 21:06,18.4,36,3.1,18.4
2023/01/16 22:06,18.4,35,2.7,18.4
2023/01/16 23:06,18.4,35,2.7,18.4
2023/01/17 00:06,18.3,35,2.6,18.3
2023/01/17 01:06,18.3,36,3.0,18.3
2023/01/17 02:06,18.3,36,3.0,18.3
2023/01/17 03:06,18.2,35,2.5,18.2
2023/01/17 04:06,18.1,35,2.4,18.1
2023/01/17 05:06,18.1,35,2.4,18.1
2023/01/17 06:06,18.0,35,2.3,18.0
2023/01/17 07:06,18.0,35,2.3,18.0
2023/01/17 08:06,18.0,36,2.7,18.0
2023/01/17 09:06,18.0,36,2.7,18.0
2023/01/17 10:06,17.9,35,2.2,17.9
2023/01/17 11:06,17.9,35,2.2,17.9
2023/01/17 12:06,17.8,35,2.2,17.8
2023/01/17 13:06,17.9,36,2.6,17.9
2023/01/17 14:06,17.9,36,2.6,17.9
2023/01/17 15:06,18.1,37,3.2,18.1
2023/01/17 16:06,18.1,37,3.2,18.1
2023/01/17 17:06,18.2,37,3.3,18.2
2023/01/17 18:06,18.3,36,3.0,18.3
2023/01/17 19:06,18.2,34,2.1,18.2
2023/01/17 20:06,18.2,34,2.1,18.2
2023/01/17 21:06,18.3,34,2.2,18.3
2023/01/17 22:06,18.3,35,2.6,18.3
2023/01/17 23:06,18.2,35,2.5,18.2
2023/01/18 00:06,18.2,35,2.5,18.2
2023/01/18 01:06,18.2,35,2.5,18.2
2023/01/18 02:06,18.1,36,2.8,18.1
2023/01/18 03:06,18.2,36,2.9,18.2
2023/01/18 04:06,18.1,36,2.8,18.1
2023/01/18 05:06,18.1,36,2.8,18.1
2023/01/18 06:06,18.1,35,2.4,18.1
2023/01/18 07:06,18.1,35,2.4,18.1
2023/01/18 08:06,18.0,35,2.3,18.0
2023/01/18 09:06,18.1,35,2.4,18.1
2023/01/18 10:06,18.2,36,2.9,18.2
2023/01/18 11:06,18.2,36,2.9,18.2
2023/01/18 12:06,18.3,36,3.0,18.3
2023/01/18 13:06,17.8,35,2.2,17.8
2023/01/18 14:06,18.2,36,2.9,18.2
2023/01/18 15:06,18.3,35,2.6,18.3
2023/01/18 16:06,18.2,35,2.5,18.2
2023/01/18 17:06,18.0,35,2.3,18.0
2023/01/18 18:06,18.2,34,2.1,18.2
2023/01/18 19:06,18.1,31,0.7,18.1
2023/01/18 20:06,18.0,29,-0.3,18.0
2023/01/18 21:06,17.9,29,-0.4,17.9
2023/01/18 22:06,17.8,28,-0.9,17.8
2023/01/18 23:06,17.7,28,-1.0,17.7
2023/01/19 00:06,17.6,28,-1.1,17.6
2023/01/19 01:06,17.5,27,-1.7,17.5
2023/01/19 02:06,17.4,28,-1.3,17.4
2023/01/19 03:06,17.3,28,-1.4,17.3
2023/01/19 04:06,17.0,28,-1.6,17.0
2023/01/19 05:06,16.9,28,-1.7,16.9
2023/01/19 06:06,16.7,28,-1.9,16.7
2023/01/19 07:06,16.5,27,-2.5,16.5
2023/01/19 08:06,16.4,27,-2.6,16.4
2023/01/19 09:06,16.3,27,-2.7,16.3
2023/01/19 10:06,16.5,27,-2.5,16.5
2023/01/19 11:06,16.8,28,-1.8,16.8
2023/01/19 12:06,17.1,29,-1.1,17.1
2023/01/19 13:06,17.2,29,-1.0,17.2
2023/01/19 14:06,17.4,28,-1.3,17.4
2023/01/19 15:06,17.7,27,-1.5,17.7
2023/01/19 16:06,17.9,27,-1.3,17.9
2023/01/19 17:06,17.8,27,-1.4,17.8
2023/01/19 18:06,17.7,28,-1.0,17.7
2023/01/19 19:06,17.5,28,-1.2,17.5
2023/01/19 20:06,17.3,28,-1.4,17.3
2023/01/19 21:06,17.1,27,-2.0,17.1
2023/01/19 22:06,17.1,28,-1.5,17.1
2023/01/19 23:06,17.0,28,-1.6,17.0
2023/01/20 00:06,16.9,28,-1.7,16.9
2023/01/20 01:06,16.8,27,-2.3,16.8
2023/01/20 02:06,16.7,27,-2.4,16.7
2023/01/20 03:06,16.6,27,-2.5,16.6
2023/01/20 04:06,16.5,27,-2.5,16.5
2023/01/20 05:06,16.4,27,-2.6,16.4
2023/01/20 06:06,16.3,27,-2.7,16.3
2023/01/20 07:06,16.2,27,-2.8,16.2
2023/01/20 08:06,16.0,27,-3.0,16.0
2023/01/20 09:06,15.9,27,-3.1,15.9
2023/01/20 10:06,16.2,28,-2.3,16.2
2023/01/20 11:06,16.3,28,-2.2,16.3
2023/01/20 12:06,16.7,28,-1.9,16.7
2023/01/20 13:06,16.9,28,-1.7,16.9
2023/01/20 14:06,17.1,28,-1.5,17.1
2023/01/20 15:06,17.2,28,-1.5,17.2
2023/01/20 16:06,17.2,28,-1.5,17.2
2023/01/20 17:06,17.2,28,-1.5,17.2
2023/01/20 18:06,17.2,28,-1.5,17.2
2023/01/20 19:06,17.2,28,-1.5,17.2
2023/01/20 20:06,17.1,27,-2.0,17.1
2023/01/20 21:06,17.1,27,-2.0,17.1
2023/01/20 22:06,17.1,26,-2.5,17.1
2023/01/20 23:06,17.1,26,-2.5,17.1
2023/01/21 00:06,17.1,27,-2.0,17.1
2023/01/21 01:06,17.0,27,-2.1,17.0
2023/01/21 02:06,17.1,28,-1.5,17.1
2023/01/21 03:06,17.0,28,-1.6,17.0
2023/01/21 04:06,17.0,29,-1.1,17.0
2023/01/21 05:06,16.8,29,-1.3,16.8
2023/01/21 06:06,16.8,28,-1.8,16.8
2023/01/21 07:06,16.7,27,-2.4,16.7
2023/01/21 08:06,16.6,27,-2.5,16.6
2023/01/21 09:06,16.4,27,-2.6,16.4
2023/01/21 10:06,16.5,27,-2.5,16.5
2023/01/21 11:06,16.9,27,-2.2,16.9
2023/01/21 12:06,17.0,26,-2.6,17.0
2023/01/21 13:06,16.9,25,-3.2,16.9
2023/01/21 14:06,17.0,25,-3.2,17.0
2023/01/21 15:06,16.9,25,-3.2,16.9
2023/01/21 16:06,16.8,25,-3.3,16.8
2023/01/21 17:06,16.7,25,-3.4,16.7
2023/01/21 18:06,16.7,26,-2.9,16.7
2023/01/21 19:06,16.6,26,-3.0,16.6
2023/01/21 20:06,16.4,26,-3.1,16.4
2023/01/21 21:06,16.3,25,-3.8,16.3
2023/01/21 22:06,16.1,26,-3.4,16.1
2023/01/21 23:06,16.0,26,-3.5,16.0
2023/01/22 00:06,15.9,26,-3.6,15.9
2023/01/22 01:06,15.8,26,-3.7,15.8
2023/01/22 02:06,15.8,26,-3.7,15.8
2023/01/22 03:06,15.8,26,-3.7,15.8
2023/01/22 04:06,15.9,26,-3.6,15.9
2023/01/22 05:06,15.9,27,-3.1,15.9
2023/01/22 06:06,16.0,27,-3.0,16.0
2023/01/22 07:06,16.0,27,-3.0,16.0
2023/01/22 08:06,16.0,27,-3.0,16.0
2023/01/22 09:06,16.1,27,-2.9,16.1
2023/01/22 10:06,16.3,27,-2.7,16.3
2023/01/22 11:06,16.3,27,-2.7,16.3
2023/01/22 12:06,16.4,28,-2.1,16.4
2023/01/22 13:06,16.5,28,-2.1,16.5
2023/01/22 14:06,16.5,27,-2.5,16.5
2023/01/22 15:06,16.6,27,-2.5,16.6
2023/01/22 16:06,16.7,27,-2.4,16.7
2023/01/22 17:06,16.7,27,-2.4,16.7
2023/01/22 18:06,16.6,27,-2.5,16.6
2023/01/22 19:06,16.7,26,-2.9,16.7
2023/01/22 20:06,16.7,26,-2.9,16.7
2023/01/22 21:06,16.8,26,-2.8,16.8
2023/01/22 22:06,16.8,26,-2.8,16.8
2023/01/22 23:06,16.8,26,-2.8,16.8
2023/01/23 00:06,16.8,26,-2.8,16.8
2023/01/23 01:06,16.8,26,-2.8,16.8
2023/01/23 02:06,16.8,25,-3.3,16.8
2023/01/23 03:06,16.8,25,-3.3,16.8
2023/01/23 04:06,16.8,25,-3.3,16.8
2023/01/23 05:06,16.8,25,-3.3,16.8
2023/01/23 06:06,16.7,26,-2.9,16.7
2023/01/23 07:06,16.7,26,-2.9,16.7
2023/01/23 08:06,16.7,26,-2.9,16.7
2023/01/23 09:06,16.6,26,-3.0,16.6
2023/01/23 10:06,16.6,26,-3.0,16.6
2023/01/23 11:06,16.7,26,-2.9,16.7
2023/01/23 12:06,16.7,26,-2.9,16.7
2023/01/23 13:06,16.7,25,-3.4,16.7
2023/01/23 14:06,16.7,25,-3.4,16.7
2023/01/23 15:06,16.7,26,-2.9,16.7
2023/01/23 16:06,16.7,26,-2.9,16.7
2023/01/23 17:06,16.7,27,-2.4,16.7
2023/01/23 18:06,16.7,27,-2.4,16.7
2023/01/23 19:06,16.7,28,-1.9,16.7
2023/01/23 20:06,16.6,28,-2.0,16.6
2023/01/23 21:06,16.7,28,-1.9,16.7
2023/01/23 22:06,16.7,29,-1.4,16.7
2023/01/23 23:06,16.8,29,-1.3,16.8
2023/01/24 00:06,16.8,29,-1.3,16.8
2023/01/24 01:06,16.9,29,-1.2,16.9
